EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,performance level
2677,Demarcus,Small,16-Mar-19,08-Jan-22,Area Sales Manager,Jimmy Jones,demarcus.small@bilearner.com,EW,Active,Contract,Zone B,Full-Time,Resignation,Who few sport business various.,Sales,Splicing,13-10-1990,TN,Director,Male,8371,Hispanic,Divorced,Fully Meets,1,LOW
2678,Presley,Dodson,30-May-21,,Area Sales Manager,Bruce Roy,presley.dodson@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Unk,,Sales,Field Operations,01-05-1966,ID,Laborer,Male,90990,White,Single,Fully Meets,5,VERY HIGH
2679,Christine,Giles,17-Nov-22,,Area Sales Manager,Heather Wright,christine.giles@bilearner.com,TNS,Active,Contract,Zone A,Part-Time,Unk,,Sales,General - Con,20-10-1951,ID,Foreman,Male,80607,Hispanic,Divorced,Fully Meets,5,VERY HIGH
2680,Jasmine,Rogers,25-Dec-20,04-Oct-21,Area Sales Manager,Joseph Rivas,jasmine.rogers@bilearner.com,PYZ,Active,Contract,Zone A,Full-Time,Involuntary,Smile most around.,Sales,Billable Consultants,24-01-1948,ID,Engineer,Male,30228,Black,Single,Fully Meets,2,LOW
2681,Jaime,Greer,16-Jun-20,13-Aug-21,Area Sales Manager,Hannah Rose,jaime.greer@bilearner.com,WBL,Active,Part-Time,Zone C,Full-Time,Involuntary,Region hit sense national about.,Sales,Field Operations,04-02-1984,ID,Technician,Male,47652,Black,Married,Fully Meets,1,LOW
2682,Keagan,Hutchinson,28-Jul-20,,Area Sales Manager,Zachary Ortiz,keagan.hutchinson@bilearner.com,NEL,Active,Contract,Zone A,Temporary,Unk,,Sales,Field Operations,05-06-1976,NY,Supervisor,Male,73798,Asian,Widowed,Fully Meets,2,LOW
2683,Charlize,Ballard,31-Dec-21,,Area Sales Manager,Kimberly Soto,charlize.ballard@bilearner.com,PL,Active,Contract,Zone A,Temporary,Unk,,Sales,General - Con,14-10-1952,WA,Laborer,Female,86439,Other,Divorced,Fully Meets,4,HIGH
2684,Kendrick,Pollard,07-Feb-22,02-Mar-23,Administrative Assistant,Nicholas Huang,kendrick.pollard@bilearner.com,BPC,Active,Full-Time,Zone C,Part-Time,Retirement,Activity pay wall start cause.,Sales,General - Sga,07-10-1983,MA,Manager,Female,60915,White,Widowed,Fully Meets,5,VERY HIGH
2685,Meadow,Reed,23-Nov-21,29-Mar-22,Administrative Assistant,Joshua Rosales,meadow.reed@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Resignation,Statement would join music great dark.,Sales,General - Sga,08-08-1964,MA,Supervisor,Female,9417,Black,Divorced,Fully Meets,2,LOW
2686,Ryker,Hopkins,15-Aug-21,,Area Sales Manager,Nicholas Graham,ryker.hopkins@bilearner.com,PYZ,Active,Contract,Zone C,Part-Time,Unk,,Sales,Project Management - Con,09-05-1955,MA,Technician,Male,56247,Other,Single,Fully Meets,4,HIGH
2687,Bruno,Ashley,21-Jun-21,,Area Sales Manager,Christopher Black,bruno.ashley@bilearner.com,WBL,Active,Part-Time,Zone A,Full-Time,Unk,,Sales,Engineers,16-03-1945,AZ,Engineer,Male,88522,White,Single,Fully Meets,2,LOW
2688,Luciana,Steele,13-Feb-21,,Area Sales Manager,Edward Lane,luciana.steele@bilearner.com,NEL,Active,Contract,Zone B,Full-Time,Unk,,Sales,Engineers,09-02-1967,AZ,Engineer,Male,97840,Black,Married,Fully Meets,1,LOW
2689,Johnathon,Serrano,28-Dec-20,,Area Sales Manager,David Craig,johnathon.serrano@bilearner.com,PL,Active,Part-Time,Zone C,Part-Time,Unk,,Sales,Wireline Construction,09-05-1954,AZ,Foreman,Male,72339,Other,Single,Fully Meets,1,LOW
2690,Joaquin,Cuevas,12-Apr-22,02-Sep-22,Area Sales Manager,Elizabeth Garrison,joaquin.cuevas@bilearner.com,BPC,Active,Part-Time,Zone B,Part-Time,Involuntary,Author hotel car care special organization.,Sales,Project Management - Con,14-04-1997,AZ,Field Project Manager,Male,28406,Black,Married,Fully Meets,4,HIGH
2691,Soren,Downs,02-Jan-19,,Area Sales Manager,Taylor Huerta,soren.downs@bilearner.com,CCDR,Active,Part-Time,Zone C,Full-Time,Unk,,Sales,General - Sga,29-11-1972,AL,Supervisor,Male,85311,Black,Widowed,Fully Meets,1,LOW
2692,Ralph,Stone,01-Aug-20,01-Oct-22,Area Sales Manager,Denise Adams,ralph.stone@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,Voluntary,Hard way effort wear physical. Want between grow.,Sales,Underground,22-11-1997,TN,Foreman,Male,97985,White,Widowed,Fully Meets,4,HIGH
2693,Malcolm,Rivas,14-Oct-20,,Area Sales Manager,Ryan Flores,malcolm.rivas@bilearner.com,EW,Active,Part-Time,Zone C,Temporary,Unk,,Sales,General - Sga,26-09-1987,TN,Assistant,Male,52988,White,Married,Fully Meets,4,HIGH
2694,Adam,Beltran,26-May-23,14-Jul-23,Area Sales Manager,Mackenzie Cole,adam.beltran@bilearner.com,MSC,Active,Full-Time,Zone C,Full-Time,Involuntary,Movie before ability. Seem watch deal center.,Sales,Engineers,15-12-1980,ID,Director,Male,16500,Black,Widowed,Fully Meets,4,HIGH
2695,Isis,Ortega,26-Aug-21,25-Nov-22,Area Sales Manager,Emily Jones,isis.ortega@bilearner.com,TNS,Active,Full-Time,Zone A,Temporary,Retirement,Offer performance arrive travel.,Sales,Underground,24-10-1960,ID,Laborer,Male,70237,Other,Married,Fully Meets,2,LOW
2696,Meadow,Delgado,20-Nov-22,08-Feb-23,Area Sales Manager,Chelsea Garcia,meadow.delgado@bilearner.com,PYZ,Active,Contract,Zone A,Temporary,Retirement,Top seem police tree against.,Sales,Project Management - Con,09-03-1953,ID,Manager,Male,18726,Other,Married,Fully Meets,4,HIGH
2697,Benjamin,Goodman,22-Feb-20,,Area Sales Manager,Jacob Simmons,benjamin.goodman@bilearner.com,WBL,Active,Full-Time,Zone A,Full-Time,Unk,,Sales,Splicing,08-02-1964,NY,Laborer,Male,21341,White,Married,Fully Meets,1,LOW
2698,Jaycee,Alexander,04-Apr-21,,Area Sales Manager,Samuel Phillips,jaycee.alexander@bilearner.com,NEL,Active,Contract,Zone B,Full-Time,Unk,,Sales,Field Operations,01-02-1969,NY,Operator,Male,46549,Hispanic,Single,Fully Meets,4,HIGH
2699,Cannon,Gray,05-Aug-23,,Area Sales Manager,Stephen Burns,cannon.gray@bilearner.com,PL,Active,Contract,Zone C,Temporary,Unk,,Sales,Engineers,24-08-1985,WA,Engineer,Female,8797,Other,Married,Fully Meets,5,VERY HIGH
2700,Brynn,Kennedy,10-Jan-23,06-Aug-23,Administrative Assistant,Nicholas White,brynn.kennedy@bilearner.com,BPC,Active,Full-Time,Zone B,Temporary,Resignation,Visit you let sort amount visit.,Sales,Project Management - Con,01-09-1992,MA,Manager,Female,20560,Other,Single,Fully Meets,4,HIGH
2701,Branden,Ali,19-Apr-19,,Administrative Assistant,Gregory Hill,branden.ali@bilearner.com,CCDR,Active,Contract,Zone A,Full-Time,Unk,,Sales,Field Operations,06-09-1959,MA,Controller,Female,11623,Black,Married,Fully Meets,5,VERY HIGH
2702,Sophie,Carrillo,02-Oct-19,,Area Sales Manager,Anna Henry,sophie.carrillo@bilearner.com,BPC,Active,Contract,Zone B,Full-Time,Unk,,Sales,Aerial,18-09-1962,MA,Foreman,Male,80318,Asian,Married,Fully Meets,2,LOW
2703,Saul,Shaw,14-Nov-18,,Area Sales Manager,Jennifer Alvarez,saul.shaw@bilearner.com,CCDR,Active,Full-Time,Zone A,Part-Time,Unk,,Sales,General - Con,07-04-1986,AZ,Laborer,Male,37397,Other,Single,Fully Meets,5,VERY HIGH
2704,Isla,Mcdaniel,27-Jan-20,19-Jun-22,Area Sales Manager,Ashley Larson,isla.mcdaniel@bilearner.com,EW,Active,Part-Time,Zone A,Full-Time,Voluntary,Mention adult treatment old play.,Sales,Field Operations,30-07-1998,AZ,Technician,Male,39020,Black,Widowed,Fully Meets,4,HIGH
2705,Lea,Cantu,04-Nov-18,,Area Sales Manager,Donna Hurst,lea.cantu@bilearner.com,MSC,Active,Full-Time,Zone B,Temporary,Unk,,Sales,General - Con,24-10-2000,AZ,Supervisor,Female,57908,Hispanic,Divorced,Fully Meets,2,LOW
2706,Yadiel,Riggs,13-Dec-18,13-Jan-19,Area Sales Manager,Eric Byrd,yadiel.riggs@bilearner.com,NEL,Active,Part-Time,Zone A,Part-Time,Involuntary,Can last meet shake imagine he.,Sales,Field Operations,24-09-1975,NC,Electrician,Male,39922,Asian,Widowed,Fully Meets,2,LOW
2707,Annalise,Olsen,28-Nov-22,,Area Sales Manager,Brianna Johnson,annalise.olsen@bilearner.com,PL,Active,Full-Time,Zone B,Part-Time,Unk,,Sales,General - Con,20-08-1992,AL,Foreman,Male,95876,White,Married,Fully Meets,4,HIGH
2708,Theodore,Castro,08-Jun-22,07-Aug-22,Area Sales Manager,Savannah Oconnell,theodore.castro@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Involuntary,After draw carry north federal region recently.,Sales,General - Con,31-07-1965,TN,Foreman,Male,47846,Asian,Married,Fully Meets,2,LOW
2709,Emily,Freeman,03-Apr-22,,Area Sales Manager,Madison Kemp,emily.freeman@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,Unk,,Sales,Field Operations,28-01-1985,ID,Locator,Male,62350,Asian,Married,Fully Meets,2,LOW
2710,Madyson,Yates,28-Feb-22,,Area Sales Manager,Julian Bowen,madyson.yates@bilearner.com,TNS,Active,Part-Time,Zone C,Full-Time,Unk,,Sales,Field Operations,14-04-1994,ID,Manager,Male,45874,Black,Single,Fully Meets,5,VERY HIGH
2711,Rachel,Bowers,19-Aug-21,,Area Sales Manager,Brittany Dickerson,rachel.bowers@bilearner.com,WBL,Active,Contract,Zone C,Temporary,Unk,,Sales,Field Operations,09-06-1973,ID,Technician,Male,54605,Black,Divorced,Fully Meets,2,LOW
2712,Helen,Humphrey,19-Aug-18,,Area Sales Manager,Richard Henry,helen.humphrey@bilearner.com,PYZ,Active,Full-Time,Zone A,Full-Time,Unk,,Sales,General - Con,08-07-1992,NY,Foreman,Male,42080,Other,Married,Fully Meets,1,LOW
2713,Abagail,Villanueva,15-Oct-19,,Area Sales Manager,Whitney Ross,abagail.villanueva@bilearner.com,WBL,Active,Full-Time,Zone A,Full-Time,Unk,,Sales,Aerial,09-02-1997,NY,Foreman,Male,92148,Black,Married,Fully Meets,5,VERY HIGH
2714,Julie,Lloyd,23-Feb-23,20-Apr-23,Area Sales Manager,Keith Martinez,julie.lloyd@bilearner.com,NEL,Active,Part-Time,Zone C,Temporary,Resignation,Break price parent seat natural whatever.,Sales,Field Operations,11-07-1972,WA,Tower Hand,Male,3780,Asian,Widowed,Fully Meets,1,LOW
2715,Alejandro,Wilkinson,01-Feb-23,,Area Sales Manager,Robert Avery,alejandro.wilkinson@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,Unk,,Sales,Field Operations,18-08-1995,WA,Manager,Female,44669,Asian,Divorced,Fully Meets,4,HIGH
2716,Yadiel,Mata,07-May-23,,Administrative Assistant,Jesse Torres,yadiel.mata@bilearner.com,BPC,Active,Contract,Zone A,Temporary,Unk,,Sales,Executive,21-12-1969,MA,Ceo,Female,22894,Asian,Widowed,Fully Meets,2,LOW
2717,Colt,Sutton,26-May-20,,Area Sales Manager,William Garner,colt.sutton@bilearner.com,PYZ,Active,Full-Time,Zone A,Temporary,Unk,,Sales,Field Operations,05-11-1995,MA,Supervisor,Male,77267,Black,Divorced,Fully Meets,1,LOW
2718,Madalyn,Prince,09-Feb-22,,Area Sales Manager,Matthew Willis,madalyn.prince@bilearner.com,WBL,Active,Part-Time,Zone A,Part-Time,Unk,,Sales,Aerial,26-01-1999,AZ,Laborer,Male,91638,Other,Married,Fully Meets,5,VERY HIGH
2719,Clara,Stewart,20-Jun-22,23-Mar-23,Area Sales Manager,Monica Sims,clara.stewart@bilearner.com,NEL,Active,Contract,Zone C,Temporary,Voluntary,Dinner teach cover later.,Sales,Finance & Accounting,11-02-1996,AZ,Intern,Male,35738,Hispanic,Divorced,Fully Meets,4,HIGH
2720,Cheyenne,Herman,08-Jan-22,03-Sep-22,Area Sales Manager,Kathleen Hickman,cheyenne.herman@bilearner.com,PL,Active,Contract,Zone A,Temporary,Retirement,Debate want series success above.,Sales,Field Operations,13-08-1994,NC,Top Hand,Female,26500,Asian,Widowed,Fully Meets,4,HIGH
2721,Emerson,Zavala,01-Mar-20,,Area Sales Manager,Brendan Melendez,emerson.zavala@bilearner.com,BPC,Active,Full-Time,Zone A,Full-Time,Unk,,Sales,Shop (Fleet),15-11-1981,NC,Manager,Male,6085,Hispanic,Married,Fully Meets,4,HIGH
2722,Sawyer,Oneal,05-Oct-20,,Area Sales Manager,Wendy Sullivan,sawyer.oneal@bilearner.com,CCDR,Active,Contract,Zone C,Temporary,Unk,,Sales,General - Con,02-12-1979,AL,Technician,Male,15704,White,Single,Fully Meets,2,LOW
2723,Kyleigh,Mathis,12-May-21,01-Jul-22,Area Sales Manager,Ariel Davis,kyleigh.mathis@bilearner.com,SVG,Active,Part-Time,Zone C,Temporary,Voluntary,Another instead but house six make citizen.,Sales,Field Operations,17-03-1975,TN,Technician,Male,37293,White,Widowed,Fully Meets,2,LOW
2724,Maximus,Mcdowell,01-Jan-23,05-Jul-23,Area Sales Manager,Nicholas Robinson,maximus.mcdowell@bilearner.com,EW,Active,Part-Time,Zone B,Temporary,Involuntary,Game reach not save individual.,Sales,Catv,15-01-1943,ID,Foreman,Male,96396,Other,Divorced,Fully Meets,1,LOW
2725,Dean,Little,18-Nov-19,,Area Sales Manager,Elaine Johnson,dean.little@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,Unk,,Sales,Field Operations,21-07-1969,ID,Laborer,Male,25528,White,Single,Fully Meets,4,HIGH
2726,Martin,Herrera,12-May-21,07-Nov-21,Area Sales Manager,Rachel White,martin.herrera@bilearner.com,TNS,Active,Contract,Zone B,Full-Time,Retirement,Vote yard sign address lead knowledge front.,Sales,Wireline Construction,23-02-1971,NY,Groundman,Male,20036,Asian,Single,Fully Meets,2,LOW
2727,Uriah,Briggs,14-Feb-20,21-Dec-21,Area Sales Manager,Sheri Valenzuela,uriah.briggs@bilearner.com,PYZ,Active,Contract,Zone C,Full-Time,Resignation,Risk hundred social.,Sales,General - Con,12-10-1984,NY,Lineman,Male,83448,White,Divorced,Fully Meets,5,VERY HIGH
2728,Kianna,Little,08-May-20,28-Mar-23,Area Sales Manager,Brandon Perez,kianna.little@bilearner.com,WBL,Active,Full-Time,Zone B,Full-Time,Involuntary,World area thus attention start.,Sales,Splicing,07-09-1956,WA,Foreman,Male,16416,Hispanic,Single,Fully Meets,2,LOW
2729,David,Kirk,10-Dec-18,,Area Sales Manager,Kathryn Kidd DVM,david.kirk@bilearner.com,NEL,Active,Part-Time,Zone B,Full-Time,Unk,,Sales,Engineers,10-03-1948,WA,Engineer,Female,83077,Hispanic,Divorced,Fully Meets,2,LOW
2730,Alexandra,Bryant,08-Dec-21,,Area Sales Manager,Mario Moran,alexandra.bryant@bilearner.com,PL,Active,Contract,Zone B,Part-Time,Unk,,Sales,Underground,28-07-1967,VT,Operator,Female,23617,Hispanic,Single,Fully Meets,2,LOW
2731,Denzel,Jensen,31-Jan-19,,Administrative Assistant,Brian Allen,denzel.jensen@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,Unk,,Sales,General - Con,30-12-1949,MA,Technician,Female,24569,Other,Married,Fully Meets,1,LOW
2732,Fletcher,Maxwell,31-Aug-22,27-Apr-23,Area Sales Manager,Stephanie Jackson,fletcher.maxwell@bilearner.com,PYZ,Active,Contract,Zone A,Full-Time,Retirement,Exactly fear as speech.,Sales,Shop (Fleet),07-04-1989,ME,Shop,Male,37938,Black,Single,Fully Meets,2,LOW
2733,Davian,Davis,01-Feb-22,,Area Sales Manager,Rodney Robinson,davian.davis@bilearner.com,WBL,Active,Contract,Zone A,Temporary,Unk,,Sales,General - Sga,05-01-1996,AZ,Administrator,Male,53746,Black,Single,Fully Meets,5,VERY HIGH
2734,Maxim,Mooney,02-Dec-20,,Area Sales Manager,Alicia Mitchell,maxim.mooney@bilearner.com,NEL,Active,Contract,Zone C,Part-Time,Unk,,Sales,General - Con,03-12-1948,AZ,Laborer,Female,51967,Black,Married,Fully Meets,4,HIGH
2735,Santiago,Rosales,16-Oct-20,,Area Sales Manager,Melissa Ray,santiago.rosales@bilearner.com,PL,Active,Contract,Zone B,Part-Time,Unk,,Sales,Field Operations,10-04-2001,NC,Groundman,Female,26584,Asian,Single,Fully Meets,2,LOW
2736,Zara,Werner,27-May-20,,Area Sales Manager,Michael Garza,zara.werner@bilearner.com,BPC,Active,Contract,Zone A,Full-Time,Unk,,Sales,General - Con,13-02-1963,AL,Laborer,Male,2091,Other,Married,Fully Meets,5,VERY HIGH
2737,Darian,Hansen,20-Aug-21,09-Oct-21,Area Sales Manager,Victoria Padilla,darian.hansen@bilearner.com,CCDR,Active,Full-Time,Zone C,Temporary,Retirement,Music society money product next.,Sales,General - Con,26-05-1972,UT,Technician,Male,84906,Black,Married,Fully Meets,4,HIGH
2738,Kaeden,Branch,07-Feb-19,25-Mar-19,Area Sales Manager,Spencer Larson,kaeden.branch@bilearner.com,SVG,Active,Full-Time,Zone C,Full-Time,Involuntary,Member success us future a song every.,Sales,Field Operations,23-09-1957,TN,Laborer,Male,86185,Hispanic,Married,Fully Meets,5,VERY HIGH
2739,Gabriel,Swanson,18-Feb-21,26-Nov-21,Area Sales Manager,Cynthia Martin,gabriel.swanson@bilearner.com,EW,Active,Contract,Zone A,Part-Time,Resignation,Idea why card study body commercial.,Sales,General - Con,21-09-1944,ID,Technician,Male,82332,Black,Single,Fully Meets,4,HIGH
2740,Madyson,Chapman,02-Dec-22,,Area Sales Manager,Cody Hughes,madyson.chapman@bilearner.com,MSC,Active,Full-Time,Zone B,Part-Time,Unk,,Sales,General - Sga,25-09-1983,ID,Construction Manager,Male,34011,Black,Single,Fully Meets,1,LOW
2741,Kellen,Hill,29-Jul-21,05-May-22,Area Sales Manager,Ronald Mata,kellen.hill@bilearner.com,TNS,Active,Full-Time,Zone A,Part-Time,Resignation,Amount address then peace deep community own six.,Sales,Wireline Construction,27-10-1974,NY,Technician,Male,88627,Asian,Divorced,Fully Meets,4,HIGH
2742,Samir,Gray,23-Apr-22,16-Dec-22,Area Sales Manager,Chad Boone,samir.gray@bilearner.com,PYZ,Active,Full-Time,Zone B,Full-Time,Retirement,Thing stock near question mouth.,Sales,Field Operations,09-10-1991,NH,Foreman,Male,47497,Asian,Married,Fully Meets,2,LOW
2743,Stephanie,Hampton,31-Jul-21,07-Apr-22,Area Sales Manager,Carmen Wilson,stephanie.hampton@bilearner.com,WBL,Active,Full-Time,Zone B,Temporary,Voluntary,Decade structure outside I world agent treat.,Sales,Field Operations,28-01-1982,WA,Top Hand,Male,16234,Black,Married,Fully Meets,4,HIGH
2744,Walter,Mayo,12-Jun-20,,Area Sales Manager,Paul Hernandez,walter.mayo@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,Unk,,Sales,Field Operations,21-07-1954,VT,Laborer,Female,25145,Asian,Married,Fully Meets,4,HIGH
2745,Harley,Greer,25-Jan-19,,Area Sales Manager,John Ferguson,harley.greer@bilearner.com,PL,Active,Contract,Zone B,Part-Time,Unk,,Sales,Executive,29-04-2001,VA,Director,Female,71081,Hispanic,Divorced,Fully Meets,5,VERY HIGH
2746,Misael,Pratt,24-Oct-20,08-Apr-23,Administrative Assistant,Bailey Case,misael.pratt@bilearner.com,BPC,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Involuntary,Art decade agreement bank.,Sales,Project Management - Con,17-05-1977,MA,Supervisor,Female,39119,Hispanic,Widowed,Fully Meets,5,VERY HIGH
2747,Sneha,Jhaveri,18-Aug-18,28-Feb-19,Production Technician I,Todd Gonzales,sneha.jhaveri@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Voluntary,Few attorney all campaign town reflect behavior.,Production       ,General - Con,23-11-1960,MA,Lineman,Female,2109,Hispanic,Married,Fully Meets,4,HIGH
2748,Melinda,Saar-Beckles,11-Jul-22,,Production Technician I,Deanna Kerr,melinda.saar-beckles@bilearner.com,PYZ,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,General - Sga,15-06-1964,MA,Laborer,Female,1801,Hispanic,Widowed,Fully Meets,1,LOW
2749,Elizabeth,Meads,15-Nov-18,19-Nov-18,Production Technician I,Matthew Wilcox,elizabeth.meads@bilearner.com,BPC,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Retirement,He PM simply interesting.,Production       ,Technology / It,08-04-1949,MA,Administrator,Female,1760,Black,Widowed,Fully Meets,5,VERY HIGH
2750,Patrick,Moran,04-Jun-22,,Production Technician II,Timothy Roman,patrick.moran@bilearner.com,TNS,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,03-04-1949,MA,Laborer,Male,2127,Asian,Divorced,Fully Meets,4,HIGH
2751,Mathew,Linden,27-Oct-18,10-Jul-19,Production Technician II,Steven White,mathew.linden@bilearner.com,NEL,Leave of Absence,Full-Time,Zone B,Part-Time,Retirement,Seek reason commercial method among back war.,Production       ,Field Operations,15-04-1967,MA,Laborer,Male,1770,Black,Single,Fully Meets,5,VERY HIGH
2752,Adeel,Osturnka,21-Oct-22,09-May-23,Production Technician I,Laura Rodriguez,adeel.osturnka@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Involuntary,Finish something start activity full professor.,Production       ,General - Con,28-05-1976,MA,Flagger,Male,2478,Hispanic,Divorced,Fully Meets,4,HIGH
2753,Lisa,Cornett,13-Jan-23,24-May-23,Production Technician I,Joshua Smith,lisa.cornett@bilearner.com,CCDR,Active,Contract,Zone B,Part-Time,Voluntary,Traditional stay important save box.,Production       ,Field Operations,11-06-1984,MA,Driver,Female,2189,Black,Widowed,Fully Meets,4,HIGH
2754,Louis,Punjabhi,05-Apr-20,,Production Technician I,Gabriella Copeland,louis.punjabhi@bilearner.com,SVG,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Engineers,05-05-1977,MA,Engineer,Male,2109,Other,Married,Fully Meets,2,LOW
2755,Michael,Carey,26-May-22,,Production Technician I,Connor Macdonald,michael.carey@bilearner.com,EW,Active,Contract,Zone B,Temporary,Unk,,Production       ,General - Con,20-11-1955,MA,Technician,Male,1701,Other,Single,Fully Meets,2,LOW
2756,Earnest,Hankard,05-May-21,,Production Technician II,David Miller,earnest.hankard@bilearner.com,TNS,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Field Operations,21-07-1986,MA,Driller,Male,2155,White,Divorced,Fully Meets,2,LOW
2757,Kimberly,Beak,01-Jul-23,04-Aug-23,Production Technician II,Joanna Poole,kimberly.beak@bilearner.com,BPC,Future Start,Part-Time,Zone C,Part-Time,Retirement,Class table south receive democratic.,Production       ,Project Management - Con,19-01-1948,MA,Coordinator,Female,2145,Hispanic,Divorced,Fully Meets,2,LOW
2758,Jonathan R,LeBel,20-Dec-18,13-Jun-23,Production Technician I,James Austin,jonathan r.lebel@bilearner.com,TNS,Terminated for Cause,Part-Time,Zone A,Full-Time,Involuntary,Difference require discuss.,Production       ,Wireline Construction,12-02-1946,MA,Lineman,Male,2050,Other,Divorced,Fully Meets,2,LOW
2759,Rick,Stoica,26-Aug-18,,Production Technician I,Mrs. Megan Booker,rick.stoica@bilearner.com,PYZ,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Aerial,04-05-1989,MA,Lineman,Male,2301,White,Divorced,Fully Meets,2,LOW
2760,Adil,Sahoo,06-Dec-20,26-Aug-22,Production Technician II,Alexis Shaw,adil.sahoo@bilearner.com,BPC,Active,Part-Time,Zone B,Temporary,Voluntary,Keep position nature most anything eat blue.,Production       ,Fielders,20-07-1969,MA,Engineer,Male,2062,Other,Single,Fully Meets,2,LOW
2761,Barbara,Gaul,13-Dec-21,11-Jun-22,Production Technician I,Austin Klein,barbara.gaul@bilearner.com,EW,Active,Contract,Zone C,Temporary,Resignation,Sport information for admit language mention.,Production       ,Wireline Construction,07-02-1997,MA,Laborer,Female,2121,Asian,Married,Fully Meets,4,HIGH
2762,Carla,Demita,27-Jun-21,02-Jan-22,Production Technician II,Cheryl Cole,carla.demita@bilearner.com,CCDR,Voluntarily Terminated,Part-Time,Zone A,Temporary,Resignation,Stock avoid company tend tell success.,Production       ,Field Operations,09-12-1944,MA,Laborer,Female,2343,Asian,Single,Fully Meets,4,HIGH
2763,Paula,Gross,19-Oct-19,,Production Technician I,Katelyn Coleman,paula.gross@bilearner.com,NEL,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,18-05-1991,MA,Construction Manager,Female,2176,Hispanic,Single,Fully Meets,2,LOW
2764,Francesco A,Barone,26-Nov-22,13-Jan-23,Production Technician I,Ronald Sims,francesco a.barone@bilearner.com,WBL,Active,Part-Time,Zone C,Full-Time,Involuntary,President clearly teach recently care.,Production       ,Engineers,24-03-1993,MA,Engineer,Male,1810,Black,Single,Fully Meets,2,LOW
2765,Rex,England,19-Aug-19,,Production Technician I,Richard Long,rex.england@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Wireline Construction,09-07-1967,MA,Administrative,Male,2045,Black,Widowed,Fully Meets,4,HIGH
2766,Trina,Hendrickson,22-Aug-18,14-Apr-22,Production Technician II,Kaitlyn Hale,trina.hendrickson@bilearner.com,EW,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Involuntary,Look area spend. Deal animal main interesting.,Production       ,Engineers,28-06-1957,MA,Engineer,Female,2021,Hispanic,Married,Fully Meets,2,LOW
2767,Colleen,Volk,04-May-22,,Production Technician I,Joseph Carr,colleen.volk@bilearner.com,BPC,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,15-01-1949,MA,Technician,Female,2747,Asian,Divorced,Fully Meets,2,LOW
2768,Jean,Engdahl,12-Jun-22,,Production Technician I,Deborah Schultz,jean.engdahl@bilearner.com,WBL,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Underground,20-02-1981,MA,Operator,Male,2026,Asian,Married,Fully Meets,2,LOW
2769,Paris,Blake,08-Nov-18,,Production Technician I,Robert Brooks,paris.blake@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Aerial,31-08-1950,MA,Foreman,Male,95073,Other,Widowed,Fully Meets,4,HIGH
2770,Neveah,Bird,05-Jul-21,,Production Technician I,Richard Davis,neveah.bird@bilearner.com,PL,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Field Operations,19-11-1945,MA,Laborer,Male,65497,Black,Divorced,Fully Meets,5,VERY HIGH
2771,Tia,Potter,08-Jul-20,24-Sep-21,Production Technician I,Tonya Moreno,tia.potter@bilearner.com,BPC,Terminated for Cause,Full-Time,Zone A,Temporary,Retirement,Talk into between trip final.,Production       ,Wireline Construction,10-03-1950,MA,Laborer,Male,37659,Other,Divorced,Fully Meets,5,VERY HIGH
2772,Alexandra,Bean,13-Mar-20,,Production Technician I,Francis York,alexandra.bean@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Wireline Construction,15-04-1973,MA,Laborer,Male,74626,Other,Married,Fully Meets,1,LOW
